Geography,Industry,Year,Industry GDP
Saskatchewan,Real estate and rental and leasing,2006,5193.6
Saskatchewan,Real estate and rental and leasing,2007,5442.4
Saskatchewan,Real estate and rental and leasing,2008,5637.5
Saskatchewan,Real estate and rental and leasing,2009,5855.4
Saskatchewan,Real estate and rental and leasing,2010,6012.1
Saskatchewan,Real estate and rental and leasing,2011,6195.5
Saskatchewan,Real estate and rental and leasing,2012,6437.5
Saskatchewan,Real estate and rental and leasing,2013,6695.7
Saskatchewan,Real estate and rental and leasing,2014,6890.5
Saskatchewan,Real estate and rental and leasing,2015,7177.1
Saskatchewan,Real estate and rental and leasing,2016,7300.7
Saskatchewan,Real estate and rental and leasing,2017,7490.8
Saskatchewan,Real estate and rental and leasing,2018,7644.9
Saskatchewan,Real estate and rental and leasing,2019,7672.6
Saskatchewan,Professional scientific and technical services,1999,1183.0
Saskatchewan,Professional scientific and technical services,2000,1176.9
Saskatchewan,Professional scientific and technical services,2001,1179.0
Saskatchewan,Professional scientific and technical services,2002,1153.7
Saskatchewan,Professional scientific and technical services,2003,1207.6
Saskatchewan,Professional scientific and technical services,2004,1142.1
Saskatchewan,Professional scientific and technical services,2005,1231.1
Saskatchewan,Professional scientific and technical services,2006,1257.4
Saskatchewan,Professional scientific and technical services,2007,1358.8
Saskatchewan,Professional scientific and technical services,2008,1479.0
Saskatchewan,Professional scientific and technical services,2009,1471.6
Saskatchewan,Professional scientific and technical services,2010,1529.3
Saskatchewan,Professional scientific and technical services,2011,1699.5
Saskatchewan,Professional scientific and technical services,2012,1835.1
Saskatchewan,Professional scientific and technical services,2013,1922.0
Saskatchewan,Professional scientific and technical services,2014,1979.7
Saskatchewan,Professional scientific and technical services,2015,1806.4
Saskatchewan,Professional scientific and technical services,2016,1608.5
Saskatchewan,Professional scientific and technical services,2017,1545.9
Saskatchewan,Professional scientific and technical services,2018,1505.3
Saskatchewan,Professional scientific and technical services,2019,1491.0
Saskatchewan,Management of companies and enterprises,1999,233.9
Saskatchewan,Management of companies and enterprises,2000,223.1
Saskatchewan,Management of companies and enterprises,2001,235.8
Saskatchewan,Management of companies and enterprises,2002,227.4
Saskatchewan,Management of companies and enterprises,2003,235.5
Saskatchewan,Management of companies and enterprises,2004,231.2
Saskatchewan,Management of companies and enterprises,2005,242.7
Saskatchewan,Management of companies and enterprises,2006,256.2
Saskatchewan,Management of companies and enterprises,2007,280.6
Saskatchewan,Management of companies and enterprises,2008,341.3
Saskatchewan,Management of companies and enterprises,2009,353.5
Saskatchewan,Management of companies and enterprises,2010,323.9
Saskatchewan,Management of companies and enterprises,2011,334.3
Saskatchewan,Management of companies and enterprises,2012,335.7
Saskatchewan,Management of companies and enterprises,2013,368.6
Saskatchewan,Management of companies and enterprises,2014,348.8
Saskatchewan,Management of companies and enterprises,2015,363.9
Saskatchewan,Management of companies and enterprises,2016,307.6
Saskatchewan,Management of companies and enterprises,2017,227.2
Saskatchewan,Management of companies and enterprises,2018,201.4
Saskatchewan,Management of companies and enterprises,2019,181.4
Saskatchewan,Administrative and support waste management and remediation services,1999,562.3
Saskatchewan,Administrative and support waste management and remediation services,2000,515.4
Saskatchewan,Administrative and support waste management and remediation services,2001,521.2
Saskatchewan,Administrative and support waste management and remediation services,2002,544.6
Saskatchewan,Administrative and support waste management and remediation services,2003,622.6
Saskatchewan,Administrative and support waste management and remediation services,2004,622.1
Saskatchewan,Administrative and support waste management and remediation services,2005,635.9
Saskatchewan,Administrative and support waste management and remediation services,2006,665.6
Saskatchewan,Administrative and support waste management and remediation services,2007,715.9
Saskatchewan,Administrative and support waste management and remediation services,2008,711.1
Saskatchewan,Administrative and support waste management and remediation services,2009,731.9
Saskatchewan,Administrative and support waste management and remediation services,2010,732.8
Saskatchewan,Administrative and support waste management and remediation services,2011,766.6
Saskatchewan,Administrative and support waste management and remediation services,2012,823.9
Saskatchewan,Administrative and support waste management and remediation services,2013,831.5
Saskatchewan,Administrative and support waste management and remediation services,2014,857.4
Saskatchewan,Administrative and support waste management and remediation services,2015,885.7
Saskatchewan,Administrative and support waste management and remediation services,2016,903.0
Saskatchewan,Administrative and support waste management and remediation services,2017,882.8
Saskatchewan,Administrative and support waste management and remediation services,2018,837.2
Saskatchewan,Administrative and support waste management and remediation services,2019,820.5
Saskatchewan,Educational services,1999,2625.8
Saskatchewan,Educational services,2000,2642.0
Saskatchewan,Educational services,2001,2715.0
Saskatchewan,Educational services,2002,2681.2
Saskatchewan,Educational services,2003,2734.7
Saskatchewan,Educational services,2004,2765.8
Saskatchewan,Educational services,2005,2805.5
Saskatchewan,Educational services,2006,2731.2
Saskatchewan,Educational services,2007,2849.8
Saskatchewan,Educational services,2008,2969.5
Saskatchewan,Educational services,2009,3004.7
Saskatchewan,Educational services,2010,3045.7
Saskatchewan,Educational services,2011,3096.2
Saskatchewan,Educational services,2012,3176.0
Saskatchewan,Educational services,2013,3250.0
Saskatchewan,Educational services,2014,3282.0
Saskatchewan,Educational services,2015,3341.7
Saskatchewan,Educational services,2016,3376.0
Saskatchewan,Educational services,2017,3447.0
Saskatchewan,Educational services,2018,3545.1
Saskatchewan,Educational services,2019,3644.5
Saskatchewan,Health care and social assistance,1999,3324.4
Saskatchewan,Health care and social assistance,2000,3425.5
Saskatchewan,Health care and social assistance,2001,3505.1
Saskatchewan,Health care and social assistance,2002,3458.3
Saskatchewan,Health care and social assistance,2003,3592.4
Saskatchewan,Health care and social assistance,2004,3640.0
Saskatchewan,Health care and social assistance,2005,3686.5
Saskatchewan,Health care and social assistance,2006,3687.8
Saskatchewan,Health care and social assistance,2007,3675.8
Saskatchewan,Health care and social assistance,2008,3793.9
Saskatchewan,Health care and social assistance,2009,3973.2
Saskatchewan,Health care and social assistance,2010,4061.9
Saskatchewan,Health care and social assistance,2011,4123.1
Saskatchewan,Health care and social assistance,2012,4175.2
Saskatchewan,Health care and social assistance,2013,4177.9
Saskatchewan,Health care and social assistance,2014,4241.2
Saskatchewan,Health care and social assistance,2015,4376.8
Saskatchewan,Health care and social assistance,2016,4425.1
Saskatchewan,Health care and social assistance,2017,4475.8
Saskatchewan,Health care and social assistance,2018,4583.5
Saskatchewan,Health care and social assistance,2019,4732.2
Saskatchewan,Arts entertainment and recreation,1999,560.3
Saskatchewan,Arts entertainment and recreation,2000,682.0
Saskatchewan,Arts entertainment and recreation,2001,755.4
Saskatchewan,Arts entertainment and recreation,2002,847.0
Saskatchewan,Arts entertainment and recreation,2003,648.8
Saskatchewan,Arts entertainment and recreation,2004,527.3
Saskatchewan,Arts entertainment and recreation,2005,441.2
Saskatchewan,Arts entertainment and recreation,2006,366.9
Saskatchewan,Arts entertainment and recreation,2007,402.9
Saskatchewan,Arts entertainment and recreation,2008,428.8
Saskatchewan,Arts entertainment and recreation,2009,441.3
Saskatchewan,Arts entertainment and recreation,2010,423.4
Saskatchewan,Arts entertainment and recreation,2011,427.4
Saskatchewan,Arts entertainment and recreation,2012,432.1
Saskatchewan,Arts entertainment and recreation,2013,476.9
Saskatchewan,Arts entertainment and recreation,2014,440.0
Saskatchewan,Arts entertainment and recreation,2015,418.6
Saskatchewan,Arts entertainment and recreation,2016,419.2
Saskatchewan,Arts entertainment and recreation,2017,429.0
Saskatchewan,Arts entertainment and recreation,2018,430.6
Saskatchewan,Arts entertainment and recreation,2019,442.5
Saskatchewan,Accommodation and food services,1999,926.7
Saskatchewan,Accommodation and food services,2000,987.2
Saskatchewan,Accommodation and food services,2001,975.3
Saskatchewan,Accommodation and food services,2002,968.9
Saskatchewan,Accommodation and food services,2003,922.0
Saskatchewan,Accommodation and food services,2004,934.5
Saskatchewan,Accommodation and food services,2005,917.5
Saskatchewan,Accommodation and food services,2006,898.7
Saskatchewan,Accommodation and food services,2007,916.5
Saskatchewan,Accommodation and food services,2008,960.5
Saskatchewan,Accommodation and food services,2009,1016.3
Saskatchewan,Accommodation and food services,2010,1025.9
Saskatchewan,Accommodation and food services,2011,1056.4
Saskatchewan,Accommodation and food services,2012,1108.7
Saskatchewan,Accommodation and food services,2013,1156.2
Saskatchewan,Accommodation and food services,2014,1161.4
Saskatchewan,Accommodation and food services,2015,1164.2
Saskatchewan,Accommodation and food services,2016,1172.6
Saskatchewan,Accommodation and food services,2017,1141.2
Saskatchewan,Accommodation and food services,2018,1168.5
Saskatchewan,Accommodation and food services,2019,1180.0
Saskatchewan,Other services (except public administration),1999,846.3
Saskatchewan,Other services (except public administration),2000,860.5
Saskatchewan,Other services (except public administration),2001,867.9
Saskatchewan,Other services (except public administration),2002,867.1
Saskatchewan,Other services (except public administration),2003,869.7
Saskatchewan,Other services (except public administration),2004,851.8
Saskatchewan,Other services (except public administration),2005,884.3
Saskatchewan,Other services (except public administration),2006,850.8
Saskatchewan,Other services (except public administration),2007,884.0
Saskatchewan,Other services (except public administration),2008,953.4
Saskatchewan,Other services (except public administration),2009,972.8
Saskatchewan,Other services (except public administration),2010,966.9
Saskatchewan,Other services (except public administration),2011,1048.5
Saskatchewan,Other services (except public administration),2012,1099.3
Saskatchewan,Other services (except public administration),2013,1118.2
Saskatchewan,Other services (except public administration),2014,1160.2
Saskatchewan,Other services (except public administration),2015,1170.0
Saskatchewan,Other services (except public administration),2016,1156.5
Saskatchewan,Other services (except public administration),2017,1185.3
Saskatchewan,Other services (except public administration),2018,1177.3
Saskatchewan,Other services (except public administration),2019,1185.3
Saskatchewan,Public administration,1999,2886.5
Saskatchewan,Public administration,2000,2892.3
Saskatchewan,Public administration,2001,3010.3
Saskatchewan,Public administration,2002,2968.5
Saskatchewan,Public administration,2003,3070.2
Saskatchewan,Public administration,2004,3148.6
Saskatchewan,Public administration,2005,3263.7
Saskatchewan,Public administration,2006,3329.9
Saskatchewan,Public administration,2007,3387.5
Saskatchewan,Public administration,2008,3448.8
Saskatchewan,Public administration,2009,3634.8
Saskatchewan,Public administration,2010,3694.7
Saskatchewan,Public administration,2011,3763.6
Saskatchewan,Public administration,2012,3801.7
Saskatchewan,Public administration,2013,3716.4
Saskatchewan,Public administration,2014,3755.6
Saskatchewan,Public administration,2015,3814.4
Saskatchewan,Public administration,2016,3903.0
Saskatchewan,Public administration,2017,3963.2
Saskatchewan,Public administration,2018,4066.2
Saskatchewan,Public administration,2019,4132.6
Alberta,Goods-producing industries,1999,97399.2
Alberta,Goods-producing industries,2000,103442.3
Alberta,Goods-producing industries,2001,102701.0
Alberta,Goods-producing industries,2002,101367.2
Alberta,Goods-producing industries,2003,104358.5
Alberta,Goods-producing industries,2004,111974.6
Alberta,Goods-producing industries,2005,117148.5
Alberta,Goods-producing industries,2006,123950.5
Alberta,Goods-producing industries,2007,123279.3
Alberta,Goods-producing industries,2008,122954.0
Alberta,Goods-producing industries,2009,110068.1
Alberta,Goods-producing industries,2010,119898.0
Alberta,Goods-producing industries,2011,129474.3
Alberta,Goods-producing industries,2012,134296.8
Alberta,Goods-producing industries,2013,145195.0
Alberta,Goods-producing industries,2014,155750.6
Alberta,Goods-producing industries,2015,145468.5
Alberta,Goods-producing industries,2016,133976.8
Alberta,Goods-producing industries,2017,144067.8
Alberta,Goods-producing industries,2018,147956.8
Alberta,Goods-producing industries,2019,144495.6
Alberta,Service-producing industries,1999,98356.0
Alberta,Service-producing industries,2000,104215.1
Alberta,Service-producing industries,2001,108412.9
Alberta,Service-producing industries,2002,114332.3
Alberta,Service-producing industries,2003,119137.1
Alberta,Service-producing industries,2004,124451.3
Alberta,Service-producing industries,2005,130168.2
Alberta,Service-producing industries,2006,139610.9
Alberta,Service-producing industries,2007,145720.8
Alberta,Service-producing industries,2008,149912.1
Alberta,Service-producing industries,2009,148886.9
Alberta,Service-producing industries,2010,152331.9
Alberta,Service-producing industries,2011,161024.1
Alberta,Service-producing industries,2012,167834.6
Alberta,Service-producing industries,2013,174223.2
Alberta,Service-producing industries,2014,182235.1
