Geography,Year,Real GDP,Nominal GDP,Population,Industry,Employed,Unemployed,Unemployment rate,All industries,Goods-producing sector,Service-producing sector,All-items,Gasoline,Real GDP per Capita,Nominal GDP per Capita
Ontario,2015,724946.0,760435.0,13707118.0,All industries,6845.4,497.6,0.07269115026148948,962.75,1173.24,917.37,127.4,153.8,52888.287676519605,55477.38043839704
Ontario,2015,724946.0,760435.0,13707118.0,Goods-producing sector,1393.8,77.0,0.05524465490027264,962.75,1173.24,917.37,127.4,153.8,52888.287676519605,55477.38043839704
Ontario,2015,724946.0,760435.0,13707118.0,Services-producing sector,5451.6,206.3,0.03784210140142343,962.75,1173.24,917.37,127.4,153.8,52888.287676519605,55477.38043839704
Ontario,2016,740164.0,790749.0,13875394.0,All industries,6921.4,487.5,0.07043372728060797,973.7,1185.93,928.61,129.7,145.3,53343.63838605231,56989.30062814793
Ontario,2016,740164.0,790749.0,13875394.0,Goods-producing sector,1425.1,71.1,0.0498912357027577,973.7,1185.93,928.61,129.7,145.3,53343.63838605231,56989.30062814793
Ontario,2016,740164.0,790749.0,13875394.0,Services-producing sector,5496.3,207.4,0.037734475920164476,973.7,1185.93,928.61,129.7,145.3,53343.63838605231,56989.30062814793
Ontario,2017,761025.0,824979.0,14070141.0,All industries,7052.5,454.0,0.06437433534207727,992.46,1195.23,949.33,131.9,164.6,54087.9441080228,58633.31433565591
Ontario,2017,761025.0,824979.0,14070141.0,Goods-producing sector,1439.4,63.9,0.04439349729053772,992.46,1195.23,949.33,131.9,164.6,54087.9441080228,58633.31433565591
Ontario,2017,761025.0,824979.0,14070141.0,Services-producing sector,5613.1,187.6,0.0334218168213643,992.46,1195.23,949.33,131.9,164.6,54087.9441080228,58633.31433565591
Ontario,2018,782115.0,859079.0,14308697.0,All industries,7173.3,435.5,0.06071124865821867,1021.38,1212.57,980.33,135.0,182.9,54660.113356233625,60038.93995379174
Ontario,2018,782115.0,859079.0,14308697.0,Goods-producing sector,1463.9,54.7,0.037365940296468336,1021.38,1212.57,980.33,135.0,182.9,54660.113356233625,60038.93995379174
Ontario,2018,782115.0,859079.0,14308697.0,Services-producing sector,5709.5,188.1,0.03294509151414309,1021.38,1212.57,980.33,135.0,182.9,54660.113356233625,60038.93995379174
Ontario,2019,798213.0,891811.0,14544718.0,All industries,7376.9,439.4,0.059564315633938374,1049.51,1252.43,1006.41,137.5,170.2,54879.92273208735,61315.11109393802
Ontario,2019,798213.0,891811.0,14544718.0,Goods-producing sector,1467.3,61.7,0.04205002385333606,1049.51,1252.43,1006.41,137.5,170.2,54879.92273208735,61315.11109393802
Ontario,2019,798213.0,891811.0,14544718.0,Services-producing sector,5909.7,195.9,0.033148890806639936,1049.51,1252.43,1006.41,137.5,170.2,54879.92273208735,61315.11109393802
Manitoba,1999,43990.0,32833.0,1142448.0,All industries,541.8,32.2,0.05943152454780363,,,,93.6,89.7,38505.03480245928,28739.163620576164
Manitoba,1999,43990.0,32833.0,1142448.0,Goods-producing sector,143.9,8.2,0.056984016678248775,,,,93.6,89.7,38505.03480245928,28739.163620576164
Manitoba,1999,43990.0,32833.0,1142448.0,Services-producing sector,397.8,15.2,0.03821015585721468,,,,93.6,89.7,38505.03480245928,28739.163620576164
Manitoba,2000,45856.0,34957.0,1147313.0,All industries,552.2,28.8,0.05215501629844259,,,,95.9,103.7,39968.16910468198,30468.581808102932
Manitoba,2000,45856.0,34957.0,1147313.0,Goods-producing sector,144.4,6.2,0.04293628808864266,,,,95.9,103.7,39968.16910468198,30468.581808102932
Manitoba,2000,45856.0,34957.0,1147313.0,Services-producing sector,407.8,15.2,0.037273173124080426,,,,95.9,103.7,39968.16910468198,30468.581808102932
Manitoba,2001,46346.0,36138.0,1151454.0,All industries,549.9,29.1,0.052918712493180586,584.82,709.28,555.57,98.5,102.4,40249.97959102144,31384.666690983748
Manitoba,2001,46346.0,36138.0,1151454.0,Goods-producing sector,136.5,6.0,0.04395604395604396,584.82,709.28,555.57,98.5,102.4,40249.97959102144,31384.666690983748
Manitoba,2001,46346.0,36138.0,1151454.0,Services-producing sector,413.3,15.4,0.037261069441083955,584.82,709.28,555.57,98.5,102.4,40249.97959102144,31384.666690983748
Manitoba,2002,47142.0,37646.0,1156680.0,All industries,563.3,30.0,0.053257589206461925,604.45,729.37,575.49,100.0,100.0,40756.3025210084,32546.598886468164
Manitoba,2002,47142.0,37646.0,1156680.0,Goods-producing sector,137.3,7.0,0.050983248361252724,604.45,729.37,575.49,100.0,100.0,40756.3025210084,32546.598886468164
Manitoba,2002,47142.0,37646.0,1156680.0,Services-producing sector,426.1,15.4,0.03614175076273175,604.45,729.37,575.49,100.0,100.0,40756.3025210084,32546.598886468164
Manitoba,2003,47766.0,38580.0,1163596.0,All industries,566.5,29.5,0.05207413945278023,620.0,751.92,589.94,101.8,106.1,41050.33018332824,33155.83759311651
Manitoba,2003,47766.0,38580.0,1163596.0,Goods-producing sector,138.1,6.8,0.049239681390296886,620.0,751.92,589.94,101.8,106.1,41050.33018332824,33155.83759311651
Manitoba,2003,47766.0,38580.0,1163596.0,Services-producing sector,428.4,15.3,0.03571428571428572,620.0,751.92,589.94,101.8,106.1,41050.33018332824,33155.83759311651
Manitoba,2004,48948.0,41078.0,1173238.0,All industries,572.6,32.1,0.05606007684247293,637.35,775.09,606.57,103.8,119.0,41720.4352399087,35012.50385684746
Manitoba,2004,48948.0,41078.0,1173238.0,Goods-producing sector,138.0,6.7,0.04855072463768116,637.35,775.09,606.57,103.8,119.0,41720.4352399087,35012.50385684746
Manitoba,2004,48948.0,41078.0,1173238.0,Services-producing sector,434.6,16.3,0.037505752416014726,637.35,775.09,606.57,103.8,119.0,41720.4352399087,35012.50385684746
Manitoba,2005,50322.0,43140.0,1178264.0,All industries,576.5,28.6,0.04960971379011275,666.5,802.39,636.18,106.6,138.2,42708.59501775493,36613.18685795373
Manitoba,2005,50322.0,43140.0,1178264.0,Goods-producing sector,137.9,6.0,0.0435097897026831,666.5,802.39,636.18,106.6,138.2,42708.59501775493,36613.18685795373
Manitoba,2005,50322.0,43140.0,1178264.0,Services-producing sector,438.6,14.2,0.03237574099407205,666.5,802.39,636.18,106.6,138.2,42708.59501775493,36613.18685795373
Manitoba,2006,52166.0,46683.0,1183562.0,All industries,582.5,26.4,0.04532188841201717,686.09,826.56,654.92,108.7,146.6,44075.42655137627,39442.8006306387
Manitoba,2006,52166.0,46683.0,1183562.0,Goods-producing sector,137.3,5.2,0.037873270211216316,686.09,826.56,654.92,108.7,146.6,44075.42655137627,39442.8006306387
Manitoba,2006,52166.0,46683.0,1183562.0,Services-producing sector,445.1,13.3,0.029880925634688835,686.09,826.56,654.92,108.7,146.6,44075.42655137627,39442.8006306387
Manitoba,2007,53501.0,49779.0,1189451.0,All industries,590.3,27.7,0.04692529222429274,725.51,878.3,692.11,110.9,154.0,44979.57461047156,41850.3998903696
Manitoba,2007,53501.0,49779.0,1189451.0,Goods-producing sector,143.2,4.9,0.03421787709497207,725.51,878.3,692.11,110.9,154.0,44979.57461047156,41850.3998903696
Manitoba,2007,53501.0,49779.0,1189451.0,Services-producing sector,447.2,15.2,0.03398926654740608,725.51,878.3,692.11,110.9,154.0,44979.57461047156,41850.3998903696
Manitoba,2008,55454.0,52207.0,1197775.0,All industries,599.2,26.3,0.04389185580774366,745.97,903.39,712.42,113.4,175.1,46297.50996639603,43586.65024733359
Manitoba,2008,55454.0,52207.0,1197775.0,Goods-producing sector,148.4,5.5,0.03706199460916442,745.97,903.39,712.42,113.4,175.1,46297.50996639603,43586.65024733359
Manitoba,2008,55454.0,52207.0,1197775.0,Services-producing sector,450.8,13.7,0.030390417036379767,745.97,903.39,712.42,113.4,175.1,46297.50996639603,43586.65024733359
Manitoba,2009,55370.0,50853.0,1208556.0,All industries,599.3,33.0,0.05506424161521776,766.01,912.55,737.28,114.1,142.6,45815.00567619539,42077.487514025
Manitoba,2009,55370.0,50853.0,1208556.0,Goods-producing sector,140.5,7.7,0.054804270462633455,766.01,912.55,737.28,114.1,142.6,45815.00567619539,42077.487514025
Manitoba,2009,55370.0,50853.0,1208556.0,Services-producing sector,458.8,16.6,0.03618134263295554,766.01,912.55,737.28,114.1,142.6,45815.00567619539,42077.487514025
Manitoba,2010,56727.0,53359.0,1220780.0,All industries,607.4,35.0,0.057622653934804084,781.69,939.29,750.95,115.0,147.7,46467.832041809335,43708.94018578286
Manitoba,2010,56727.0,53359.0,1220780.0,Goods-producing sector,140.9,6.8,0.04826117814052519,781.69,939.29,750.95,115.0,147.7,46467.832041809335,43708.94018578286
Manitoba,2010,56727.0,53359.0,1220780.0,Services-producing sector,466.5,17.5,0.03751339764201501,781.69,939.29,750.95,115.0,147.7,46467.832041809335,43708.94018578286
Manitoba,2011,58087.0,56252.0,1233649.0,All industries,612.0,35.5,0.05800653594771242,801.73,975.57,767.17,118.4,174.6,47085.51622057814,45598.05909136229
Manitoba,2011,58087.0,56252.0,1233649.0,Goods-producing sector,141.9,6.2,0.04369274136715997,801.73,975.57,767.17,118.4,174.6,47085.51622057814,45598.05909136229
Manitoba,2011,58087.0,56252.0,1233649.0,Services-producing sector,470.1,16.6,0.035311635822165496,801.73,975.57,767.17,118.4,174.6,47085.51622057814,45598.05909136229
Manitoba,2012,59846.0,59848.0,1249975.0,All industries,618.9,34.8,0.05622879301987397,823.71,1008.17,787.29,120.3,179.9,47877.7575551511,47879.35758715174
Manitoba,2012,59846.0,59848.0,1249975.0,Goods-producing sector,142.8,5.7,0.03991596638655462,823.71,1008.17,787.29,120.3,179.9,47877.7575551511,47879.35758715174
Manitoba,2012,59846.0,59848.0,1249975.0,Services-producing sector,476.1,16.4,0.03444654484352026,823.71,1008.17,787.29,120.3,179.9,47877.7575551511,47879.35758715174
Manitoba,2013,61583.0,62386.0,1264620.0,All industries,622.4,35.6,0.05719794344473008,828.33,1023.85,790.0,123.0,183.8,48696.84173902042,49331.81509069919
Manitoba,2013,61583.0,62386.0,1264620.0,Goods-producing sector,146.6,6.2,0.04229195088676672,828.33,1023.85,790.0,123.0,183.8,48696.84173902042,49331.81509069919
Manitoba,2013,61583.0,62386.0,1264620.0,Services-producing sector,475.8,15.8,0.0332072299285414,828.33,1023.85,790.0,123.0,183.8,48696.84173902042,49331.81509069919
Manitoba,2014,62853.0,64305.0,1279014.0,All industries,623.1,35.6,0.05713368640667629,863.27,1067.05,821.39,125.3,181.1,49141.76076258743,50277.010259465496
Manitoba,2014,62853.0,64305.0,1279014.0,Goods-producing sector,145.6,6.5,0.044642857142857144,863.27,1067.05,821.39,125.3,181.1,49141.76076258743,50277.010259465496
Manitoba,2014,62853.0,64305.0,1279014.0,Services-producing sector,477.5,15.5,0.032460732984293195,863.27,1067.05,821.39,125.3,181.1,49141.76076258743,50277.010259465496
Manitoba,2015,63628.0,65943.0,1292227.0,All industries,632.7,37.8,0.05974395448079658,880.11,1090.89,836.89,126.8,149.7,49239.0268892385,51030.50779777856
Manitoba,2015,63628.0,65943.0,1292227.0,Goods-producing sector,146.6,6.8,0.04638472032742155,880.11,1090.89,836.89,126.8,149.7,49239.0268892385,51030.50779777856
Manitoba,2015,63628.0,65943.0,1292227.0,Services-producing sector,486.1,16.7,0.03435507097305081,880.11,1090.89,836.89,126.8,149.7,49239.0268892385,51030.50779777856
Manitoba,2016,64549.0,67298.0,1314139.0,All industries,630.9,41.4,0.06562054208273894,888.31,1107.03,844.99,128.4,140.4,49118.852724103,51210.71667456791
Manitoba,2016,64549.0,67298.0,1314139.0,Goods-producing sector,151.4,8.0,0.05284015852047556,888.31,1107.03,844.99,128.4,140.4,49118.852724103,51210.71667456791
Manitoba,2016,64549.0,67298.0,1314139.0,Services-producing sector,479.4,16.3,0.03400083437630372,888.31,1107.03,844.99,128.4,140.4,49118.852724103,51210.71667456791
Manitoba,2017,66670.0,71285.0,1334790.0,All industries,641.8,36.6,0.057027111249610477,910.43,1153.76,862.54,130.5,149.3,49947.93188441628,53405.40459547944
Manitoba,2017,66670.0,71285.0,1334790.0,Goods-producing sector,152.3,5.6,0.03676953381483913,910.43,1153.76,862.54,130.5,149.3,49947.93188441628,53405.40459547944
Manitoba,2017,66670.0,71285.0,1334790.0,Services-producing sector,489.5,15.2,0.031052093973442288,910.43,1153.76,862.54,130.5,149.3,49947.93188441628,53405.40459547944
Manitoba,2018,67670.0,73086.0,1352825.0,All industries,649.0,41.5,0.06394453004622497,936.85,1176.72,889.15,133.8,173.6,50021.25182488496,54024.72603625747
Manitoba,2018,67670.0,73086.0,1352825.0,Goods-producing sector,149.7,6.7,0.044756179024716104,936.85,1176.72,889.15,133.8,173.6,50021.25182488496,54024.72603625747
Manitoba,2018,67670.0,73086.0,1352825.0,Services-producing sector,499.3,17.0,0.034047666733426796,936.85,1176.72,889.15,133.8,173.6,50021.25182488496,54024.72603625747
Manitoba,2019,68060.0,73814.0,1369540.0,All industries,655.4,37.0,0.056454073848031736,953.81,1199.49,904.5,136.8,167.8,49695.51820319231,53896.92889583364
Manitoba,2019,68060.0,73814.0,1369540.0,Goods-producing sector,154.0,6.5,0.04220779220779221,953.81,1199.49,904.5,136.8,167.8,49695.51820319231,53896.92889583364
Manitoba,2019,68060.0,73814.0,1369540.0,Services-producing sector,501.4,16.3,0.032508974870362986,953.81,1199.49,904.5,136.8,167.8,49695.51820319231,53896.92889583364
Saskatchewan,1999,59943.0,31155.0,1014524.0,All industries,469.6,30.2,0.06431005110732538,,,,92.0,85.7,59084.851615141684,30708.982734760342
Saskatchewan,1999,59943.0,31155.0,1014524.0,Goods-producing sector,132.1,7.8,0.059046177138531414,,,,92.0,85.7,59084.851615141684,30708.982734760342
Saskatchewan,1999,59943.0,31155.0,1014524.0,Services-producing sector,337.6,14.1,0.04176540284360189,,,,92.0,85.7,59084.851615141684,30708.982734760342
Saskatchewan,2000,61503.0,34319.0,1007565.0,All industries,472.9,25.5,0.053922605201945445,,,,94.4,100.9,61041.223146893746,34061.32606829336
Saskatchewan,2000,61503.0,34319.0,1007565.0,Goods-producing sector,130.3,6.1,0.04681504221028395,,,,94.4,100.9,61041.223146893746,34061.32606829336
Saskatchewan,2000,61503.0,34319.0,1007565.0,Services-producing sector,342.6,12.2,0.03561004086398131,,,,94.4,100.9,61041.223146893746,34061.32606829336
Saskatchewan,2001,60993.0,33739.0,1000239.0,All industries,458.6,28.1,0.06127344090710859,596.66,843.49,550.2,97.2,100.6,60978.42615614868,33730.93830574492
Saskatchewan,2001,60993.0,33739.0,1000239.0,Goods-producing sector,121.0,6.4,0.05289256198347108,596.66,843.49,550.2,97.2,100.6,60978.42615614868,33730.93830574492
Saskatchewan,2001,60993.0,33739.0,1000239.0,Services-producing sector,337.5,13.8,0.04088888888888889,596.66,843.49,550.2,97.2,100.6,60978.42615614868,33730.93830574492
Saskatchewan,2002,60789.0,35095.0,996807.0,All industries,467.7,28.1,0.0600812486636733,610.39,841.53,568.76,100.0,100.0,60983.72102122076,35207.417283385854
Saskatchewan,2002,60789.0,35095.0,996807.0,Goods-producing sector,121.1,6.3,0.05202312138728324,610.39,841.53,568.76,100.0,100.0,60983.72102122076,35207.417283385854
Saskatchewan,2002,60789.0,35095.0,996807.0,Services-producing sector,346.7,13.7,0.03951543120853764,610.39,841.53,568.76,100.0,100.0,60983.72102122076,35207.417283385854
Saskatchewan,2003,63564.0,37559.0,996386.0,All industries,475.9,28.3,0.05946627442740072,635.37,861.34,595.45,102.3,105.4,63794.5535164083,37695.2305632556
Saskatchewan,2003,63564.0,37559.0,996386.0,Goods-producing sector,118.0,6.5,0.05508474576271186,635.37,861.34,595.45,102.3,105.4,63794.5535164083,37695.2305632556
Saskatchewan,2003,63564.0,37559.0,996386.0,Services-producing sector,357.8,13.8,0.03856903297931805,635.37,861.34,595.45,102.3,105.4,63794.5535164083,37695.2305632556
Saskatchewan,2004,66605.0,41564.0,997283.0,All industries,479.8,27.0,0.05627344726969571,654.55,870.92,615.33,104.6,114.4,66786.45880858292,41677.2370530732
Saskatchewan,2004,66605.0,41564.0,997283.0,Goods-producing sector,122.4,6.6,0.053921568627450976,654.55,870.92,615.33,104.6,114.4,66786.45880858292,41677.2370530732
Saskatchewan,2004,66605.0,41564.0,997283.0,Services-producing sector,357.4,12.4,0.03469501958589816,654.55,870.92,615.33,104.6,114.4,66786.45880858292,41677.2370530732
Saskatchewan,2005,68360.0,44927.0,993500.0,All industries,481.8,25.7,0.05334163553341635,682.11,905.77,639.99,106.9,128.6,68807.24710619023,45220.93608454957
Saskatchewan,2005,68360.0,44927.0,993500.0,Goods-producing sector,125.1,5.4,0.04316546762589928,682.11,905.77,639.99,106.9,128.6,68807.24710619023,45220.93608454957
Saskatchewan,2005,68360.0,44927.0,993500.0,Services-producing sector,356.7,13.5,0.03784693019343987,682.11,905.77,639.99,106.9,128.6,68807.24710619023,45220.93608454957
Saskatchewan,2006,67347.0,46215.0,992314.0,All industries,489.9,24.3,0.04960195958358849,708.14,931.27,664.89,109.1,138.1,67868.63835439186,46572.959768782865
Saskatchewan,2006,67347.0,46215.0,992314.0,Goods-producing sector,131.9,5.2,0.039423805913570885,708.14,931.27,664.89,109.1,138.1,67868.63835439186,46572.959768782865
Saskatchewan,2006,67347.0,46215.0,992314.0,Services-producing sector,358.0,12.5,0.034916201117318434,708.14,931.27,664.89,109.1,138.1,67868.63835439186,46572.959768782865
Saskatchewan,2007,69855.0,52419.0,1002086.0,All industries,504.3,22.5,0.0446162998215348,748.19,999.75,698.99,112.2,145.1,69709.58580401284,52309.8815870095
Saskatchewan,2007,69855.0,52419.0,1002086.0,Goods-producing sector,133.4,5.1,0.03823088455772113,748.19,999.75,698.99,112.2,145.1,69709.58580401284,52309.8815870095
Saskatchewan,2007,69855.0,52419.0,1002086.0,Services-producing sector,371.0,12.1,0.03261455525606469,748.19,999.75,698.99,112.2,145.1,69709.58580401284,52309.8815870095
Saskatchewan,2008,73518.0,67656.0,1017404.0,All industries,516.7,22.0,0.04257789820011612,783.68,1045.77,730.93,115.9,163.3,72260.38034055302,66498.65736718157
Saskatchewan,2008,73518.0,67656.0,1017404.0,Goods-producing sector,140.5,4.9,0.034875444839857654,783.68,1045.77,730.93,115.9,163.3,72260.38034055302,66498.65736718157
Saskatchewan,2008,73518.0,67656.0,1017404.0,Services-producing sector,376.2,11.6,0.03083466241360978,783.68,1045.77,730.93,115.9,163.3,72260.38034055302,66498.65736718157
Saskatchewan,2009,69597.0,60117.0,1034819.0,All industries,524.7,27.1,0.051648561082523345,802.75,1094.24,747.0,117.1,135.1,67255.23980522198,58094.21744285716
Saskatchewan,2009,69597.0,60117.0,1034819.0,Goods-producing sector,142.9,7.7,0.053883834849545134,802.75,1094.24,747.0,117.1,135.1,67255.23980522198,58094.21744285716
Saskatchewan,2009,69597.0,60117.0,1034819.0,Services-producing sector,381.8,13.7,0.035882661079099,802.75,1094.24,747.0,117.1,135.1,67255.23980522198,58094.21744285716
Saskatchewan,2010,72851.0,63402.0,1051443.0,All industries,530.7,29.5,0.05558696061805163,843.96,1177.69,780.22,118.7,141.6,69286.685060436,60299.98773114662
Saskatchewan,2010,72851.0,63402.0,1051443.0,Goods-producing sector,147.3,6.7,0.045485403937542426,843.96,1177.69,780.22,118.7,141.6,69286.685060436,60299.98773114662
Saskatchewan,2010,72851.0,63402.0,1051443.0,Services-producing sector,383.4,13.9,0.03625456442357851,843.96,1177.69,780.22,118.7,141.6,69286.685060436,60299.98773114662
Saskatchewan,2011,76697.0,74856.0,1066026.0,All industries,535.0,28.0,0.052336448598130844,876.04,1218.6,807.43,122.0,168.7,71946.65045693069,70219.67569271293
Saskatchewan,2011,76697.0,74856.0,1066026.0,Goods-producing sector,145.6,6.1,0.04189560439560439,876.04,1218.6,807.43,122.0,168.7,71946.65045693069,70219.67569271293
Saskatchewan,2011,76697.0,74856.0,1066026.0,Services-producing sector,389.4,11.6,0.029789419619928096,876.04,1218.6,807.43,122.0,168.7,71946.65045693069,70219.67569271293
Saskatchewan,2012,78007.0,78006.0,1083755.0,All industries,546.6,27.5,0.05031101353823637,918.72,1300.98,838.85,123.9,170.3,71978.44531282439,71977.52259505147
Saskatchewan,2012,78007.0,78006.0,1083755.0,Goods-producing sector,150.6,5.6,0.03718459495351926,918.72,1300.98,838.85,123.9,170.3,71978.44531282439,71977.52259505147
Saskatchewan,2012,78007.0,78006.0,1083755.0,Services-producing sector,396.0,13.0,0.03282828282828283,918.72,1300.98,838.85,123.9,170.3,71978.44531282439,71977.52259505147
Saskatchewan,2013,83111.0,83209.0,1099736.0,All industries,560.6,24.0,0.042811273635390654,946.24,1332.29,860.9,125.7,167.9,75573.59220758436,75662.70450362632
Saskatchewan,2013,83111.0,83209.0,1099736.0,Goods-producing sector,159.1,4.9,0.030798240100565685,946.24,1332.29,860.9,125.7,167.9,75573.59220758436,75662.70450362632
Saskatchewan,2013,83111.0,83209.0,1099736.0,Services-producing sector,401.5,11.4,0.028393524283935243,946.24,1332.29,860.9,125.7,167.9,75573.59220758436,75662.70450362632
Saskatchewan,2014,84786.0,82905.0,1112979.0,All industries,563.6,22.8,0.04045422285308729,974.52,1405.23,880.66,128.7,169.5,76179.33492006587,74489.27607798531
Saskatchewan,2014,84786.0,82905.0,1112979.0,Goods-producing sector,165.4,5.5,0.03325272067714631,974.52,1405.23,880.66,128.7,169.5,76179.33492006587,74489.27607798531
Saskatchewan,2014,84786.0,82905.0,1112979.0,Services-producing sector,398.2,10.8,0.027122049221496736,974.52,1405.23,880.66,128.7,169.5,76179.33492006587,74489.27607798531
Saskatchewan,2015,84072.0,79680.0,1120967.0,All industries,562.7,30.3,0.05384752088146436,979.7,1390.91,893.89,130.8,140.7,74999.53165436628,71081.48589565973
Saskatchewan,2015,84072.0,79680.0,1120967.0,Goods-producing sector,156.8,9.4,0.05994897959183673,979.7,1390.91,893.89,130.8,140.7,74999.53165436628,71081.48589565973
Saskatchewan,2015,84072.0,79680.0,1120967.0,Services-producing sector,405.9,12.2,0.030056664203005665,979.7,1390.91,893.89,130.8,140.7,74999.53165436628,71081.48589565973
Saskatchewan,2016,84006.0,75694.0,1135987.0,All industries,557.8,37.9,0.06794550017927573,987.3,1403.17,905.19,132.2,128.2,73949.78991837054,66632.80477681523
Saskatchewan,2016,84006.0,75694.0,1135987.0,Goods-producing sector,151.2,9.9,0.06547619047619048,987.3,1403.17,905.19,132.2,128.2,73949.78991837054,66632.80477681523
Saskatchewan,2016,84006.0,75694.0,1135987.0,Services-producing sector,406.6,16.7,0.041072306935563206,987.3,1403.17,905.19,132.2,128.2,73949.78991837054,66632.80477681523
Saskatchewan,2017,86180.0,80257.0,1150331.0,All industries,557.6,37.8,0.06779053084648493,1008.89,1424.55,926.94,134.4,138.2,74917.56720456982,69768.61442489161
Saskatchewan,2017,86180.0,80257.0,1150331.0,Goods-producing sector,146.7,8.9,0.060668029993183374,1008.89,1424.55,926.94,134.4,138.2,74917.56720456982,69768.61442489161
Saskatchewan,2017,86180.0,80257.0,1150331.0,Services-producing sector,410.9,14.8,0.036018495984424435,1008.89,1424.55,926.94,134.4,138.2,74917.56720456982,69768.61442489161
Saskatchewan,2018,87232.0,82847.0,1161767.0,All industries,560.3,37.2,0.06639300374799216,1014.12,1431.52,933.36,137.5,161.8,75085.62388155283,71311.20095509685
Saskatchewan,2018,87232.0,82847.0,1161767.0,Goods-producing sector,144.5,7.9,0.054671280276816614,1014.12,1431.52,933.36,137.5,161.8,75085.62388155283,71311.20095509685
Saskatchewan,2018,87232.0,82847.0,1161767.0,Services-producing sector,415.7,14.7,0.03536203993264373,1014.12,1431.52,933.36,137.5,161.8,75085.62388155283,71311.20095509685
Saskatchewan,2019,86611.0,82917.0,1172302.0,All industries,570.9,33.6,0.058854440357330534,1041.0,1480.35,956.32,139.9,155.6,73881.1330186249,70730.06784941081
Saskatchewan,2019,86611.0,82917.0,1172302.0,Goods-producing sector,145.5,6.5,0.044673539518900345,1041.0,1480.35,956.32,139.9,155.6,73881.1330186249,70730.06784941081
Saskatchewan,2019,86611.0,82917.0,1172302.0,Services-producing sector,425.4,13.2,0.031029619181946404,1041.0,1480.35,956.32,139.9,155.6,73881.1330186249,70730.06784941081
Alberta,1999,206002.0,119233.0,2952692.0,All industries,1543.2,93.7,0.06071798859512701,,,,91.4,82.3,69767.52062185964,40381.116621713336
Alberta,1999,206002.0,119233.0,2952692.0,Goods-producing sector,419.4,25.1,0.059847401049117795,,,,91.4,82.3,69767.52062185964,40381.116621713336
Alberta,1999,206002.0,119233.0,2952692.0,Services-producing sector,1123.9,48.4,0.043064329566687425,,,,91.4,82.3,69767.52062185964,40381.116621713336
Alberta,2000,218678.0,147112.0,3004198.0,All industries,1583.1,82.9,0.05236561177436676,,,,94.5,100.0,72790.80806258442,48968.809645702444
Alberta,2000,218678.0,147112.0,3004198.0,Goods-producing sector,428.4,21.3,0.04971988795518208,,,,94.5,100.0,72790.80806258442,48968.809645702444
Alberta,2000,218678.0,147112.0,3004198.0,Services-producing sector,1154.6,41.7,0.036116403949419715,,,,94.5,100.0,72790.80806258442,48968.809645702444
Alberta,2001,222271.0,154406.0,3058108.0,All industries,1627.4,80.0,0.04915816640039326,674.95,923.49,602.69,96.7,98.9,72682.52134980191,50490.69555424465
Alberta,2001,222271.0,154406.0,3058108.0,Goods-producing sector,441.4,19.8,0.04485727231536022,674.95,923.49,602.69,96.7,98.9,72682.52134980191,50490.69555424465
Alberta,2001,222271.0,154406.0,3058108.0,Services-producing sector,1186.0,41.1,0.034654300168634064,674.95,923.49,602.69,96.7,98.9,72682.52134980191,50490.69555424465
Alberta,2002,227363.0,153977.0,3128429.0,All industries,1673.8,93.9,0.05609989246027005,692.4,946.22,617.78,100.0,100.0,72676.41362485771,49218.633377967024
Alberta,2002,227363.0,153977.0,3128429.0,Goods-producing sector,460.7,23.9,0.051877577599305405,692.4,946.22,617.78,100.0,100.0,72676.41362485771,49218.633377967024
Alberta,2002,227363.0,153977.0,3128429.0,Services-producing sector,1213.1,51.5,0.0424532190256368,692.4,946.22,617.78,100.0,100.0,72676.41362485771,49218.633377967024
Alberta,2003,235234.0,174133.0,3183065.0,All industries,1729.0,92.5,0.05349913244650087,716.41,997.08,633.67,104.4,104.8,73901.7267947717,54706.077318559306
Alberta,2003,235234.0,174133.0,3183065.0,Goods-producing sector,472.3,24.6,0.052085538852424305,716.41,997.08,633.67,104.4,104.8,73901.7267947717,54706.077318559306
Alberta,2003,235234.0,174133.0,3183065.0,Services-producing sector,1256.6,48.3,0.03843705236352061,716.41,997.08,633.67,104.4,104.8,73901.7267947717,54706.077318559306
Alberta,2004,248322.0,194668.0,3238668.0,All industries,1774.8,86.6,0.04879423033581248,740.34,1026.71,655.82,105.9,116.8,76674.11417286366,60107.42688043356
Alberta,2004,248322.0,194668.0,3238668.0,Goods-producing sector,497.9,22.7,0.045591484233781884,740.34,1026.71,655.82,105.9,116.8,76674.11417286366,60107.42688043356
Alberta,2004,248322.0,194668.0,3238668.0,Services-producing sector,1276.9,43.8,0.034301824731772255,740.34,1026.71,655.82,105.9,116.8,76674.11417286366,60107.42688043356
Alberta,2005,259282.0,225643.0,3321768.0,All industries,1820.4,74.9,0.04114480333992529,782.64,1076.3,692.46,108.1,132.7,78055.42108901043,67928.58501858047
Alberta,2005,259282.0,225643.0,3321768.0,Goods-producing sector,497.3,15.7,0.031570480595214154,782.64,1076.3,692.46,108.1,132.7,78055.42108901043,67928.58501858047
Alberta,2005,259282.0,225643.0,3321768.0,Services-producing sector,1323.1,39.5,0.029854130451213063,782.64,1076.3,692.46,108.1,132.7,78055.42108901043,67928.58501858047
Alberta,2006,275756.0,246099.0,3421434.0,All industries,1908.7,68.9,0.03609786765861581,821.72,1115.56,727.2,112.3,142.1,80596.61533731178,71928.61238884047
